"r_number","name","country","formation","system","series","intervall","max_ma","min_ma","time_slice_text","reliabilit","subsurface_text","type_text","thickness_text","m_thick","width_text","m_width","extension_text","m_ext","ext_belt","belonging","tropical_text","environment_text","subenvironment_text","bathymetry_text","biota_main_t","biota_sec_text","biota_deta_text","alg_type_text","p_lmc","p_arag","p_hmc","upwell_text","control_text","diversity_text","m_spec","guild_text","macro_bor_text","micro_bor_text","vert_zonat_text","hor_zonat_text","micrite_text","sparite_text","debris_text","dolomite_text","reservoir_text","latit","longit","collection","pal_lat_scotese","pal_long_scotese"
"399","Brady, Texas","United States","Marble Falls","Carboniferous","Upper Carboniferous","Atokan","315.20","310.00","Bashkirian - Kasimovian","2","Outcropping reef","Mud mound or bank","10 to 100 m thick","","","","More than 1000 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Algae","Microbes","Algae - microbes - (encrusting forams) - (rare songes)","Green algae","0","100","0","no","no","Less than 6 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Medium production of reefal debris","","Potential reservoir","31.0833","-99.3167","76883","-9.00535","-36.8092"
"1763","Point Peak, Llano River, Texas","United States","Wilberns","Cambrian","Upper Cambrian","Upper Cambrian","497.00","485.00","Franconian - Tremadocian","1","Outcropping reef","Mud mound or bank","10 to 100 m thick","15","","","10 - 100 m","","2","","Tropical or unknown","Ramp or Slope","Deeper slope or outer ramp","Above fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","yes","6 to 24 reef building species","","Binder guild","","","Medium zonation","Low zonation","More than 60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","30.6486","-99.3139","207469","-17.7974","-94.812"
"1891","Grand Rapids, Manitoba","Canada","Atikameg-Cedar Lake","Silurian","Llandovery","Aeronian-Telychian","440.80","433.40","Rhuddanian-Telychian","2","Outcropping reef","Biostrome","Less than 10 m thick","","","","10 - 100 m","","20","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","Low production of reefal debris","Present","No or unknown reservoir potential","53.1833","-99.2833","26741","-7.90273","-52.9989"
"1755","Camp San Saba, Texas","United States","Wilberns","Cambrian","Upper Cambrian","Upper Cambrian","497.00","485.00","Middle Cambrian - Dresbachian","2","Outcropping reef","Reef mound","10 to 100 m thick","12","","","10 - 100 m","","2","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Above fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","yes","Less than 6 reef building species","","Binder guild","Present","","Low zonation","Low zonation","More than 60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","31.0042","-99.2694","81095","-17.771","-94.4375"
"3530","El Madrono (Laguna Colorada), Querétaro","Mexico","El Abra","Cretaceous","Lower Cretaceous","upper Albian","113.00","100.50","late Aptian - middle Cenomanian","3","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","","Rudists","Corals","Rudists - corals - algae/microbes - (brachiopods)","","30","70","0","no","no","6 to 24 reef building species","","Baffler guild","","","","","","","","","No or unknown reservoir potential","21.3167","-99.1333","64213","20.2921","-62.1395"
"1233","Pipe Creek, Bandera Co., Texas","United States","Glen Rose","Cretaceous","Lower Cretaceous","lower Albian","113.00","100.50","late Aptian - middle Cenomanian","3","Outcropping reef","Reef mound","10 to 100 m thick","15","","","More than 1000 m","","150","1299","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Rudists","Rudists","Rudists only (sometimes with microbial encrustations)","","30","70","0","no","yes","Less than 6 reef building species","","Baffler guild","Present","Present","Low zonation","Medium zonation","30-60% micrite","10-25% sparite","High production of reefal debris","","Potential reservoir","29.7333","-99.0167","","28.4407","-59.8205"
"1225","Sirianni, Texas","United States","Glen Rose","Cretaceous","Lower Cretaceous","Albian","113.00","100.50","late Aptian - middle Cenomanian","2","Seismic data available","Reef mound","Less than 10 m thick","","","","10 - 100 m","","150","1299","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Above fair weather wave base","Corals","Stromatoporoids","Scleractinian corals - (chaetetids, stromatoporoids-hydrozoans-spongiomorphids) - algae - microbes","","10","70","20","no","no","6 to 24 reef building species","","Constructor guild","Present","Present","","","30-60% micrite","10-25% sparite","Medium production of reefal debris","","Actual reservoir","28.8333","-99","0","27.5648","-60.055"
"2608","Morelos","Mexico","","Cretaceous","Upper Cretaceous","Turonian","93.90","89.80","late Cenomanian - early Campanian","2","Outcropping reef","","","","","","","","100","","Tropical or unknown","","Unknown","","Corals","Rudists","Rudists - corals - algae/microbes - (brachiopods)","","20","80","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","18.75","-99","","19.7926","-69.9742"
"2719","Guerrero","Mexico","Olinala","Permian","Middle Permian","Wordian-Capitanian","268.80","259.80","Roadian - Changhsingian","3","Outcropping reef","Mud mound or bank","","","","","","","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Above fair weather wave base","Microbes","Tubiphytes","Cyanophyceans - Tubiphytes","","0","0","100","no","no","6 to 24 reef building species","","Binder guild","","","","","","","","","No or unknown reservoir potential","17.5","-99","","-5.28668","-42.0627"
"3059","Southern Mexico","Mexico","","Cretaceous","Upper Cretaceous","Turonian","93.90","89.80","late Cenomanian - early Campanian","2","Outcropping reef","True reef","Less than 10 m thick","","Less than 10 m wide","","10 - 100 m","","100","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Rudists","Rudists","Rudists only (sometimes with microbial encrustations)","","60","40","0","no","no","Less than 6 reef building species","","Constructor guild","","","","","","","","","No or unknown reservoir potential","18","-99","","19.0625","-70.1562"
"1178","Taninul","Mexico","El Abra","Cretaceous","Middle Cretaceous","Albian/Cenomanian","113.00","93.90","late Aptian - middle Cenomanian","2","Outcropping reef","Reef mound","10 to 100 m thick","","","","More than 1000 m","","50","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Rudists","Corals","Rudists - corals - algae/microbes - (brachiopods)","","45","55","0","no","no","6 to 24 reef building species","","Baffler guild","","","Low zonation","Medium zonation","30-60% micrite","10-25% sparite","High production of reefal debris","","Potential reservoir","22.0333","-98.9333","74181","20.5031","-63.5668"
"3260","Davis Point, Lake Manitoba","Canada","Cedar Lake Dolomite","Silurian","Llandovery","Telychian","438.50","433.40","Rhuddanian-Telychian","2","Outcropping reef","Biostrome","","","","","","","","3258","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","","Present","Potential reservoir","51","-98.8333","26745","-9.83405","-53.9474"
"3900","McElroy Well, Webb Co., Texas","United States","Sligo","Cretaceous","Lower Cretaceous","Barremian-early Aptian","129.40","113.00","late Valanginian - early Aptian","2","Seismic data available","Biostrome","10 to 100 m thick","","10 - 100 m wide","","More than 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Rudists","Rudists","Rudists only (sometimes with microbial encrustations)","","50","50","0","no","no","6 to 24 reef building species","7","Baffler guild","Present","Present","","","30-60% micrite","10-25% sparite","Medium production of reefal debris","","Potential reservoir","28.0333","-98.7667","84732","26.8679","-52.7396"
"2607","Hidalgo","Mexico","","Cretaceous","Upper Cretaceous","Turonian-Coniacian","93.90","86.30","late Cenomanian - early Campanian","2","Outcropping reef","","","","","","","","100","","Tropical or unknown","","Unknown","","Rudists","Corals","Rudists - corals - algae/microbes - (brachiopods)","","45","55","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","20.3333","-98.75","","21.8306","-69.8597"
"260","Olinalá, Guerrero","Mexico","Olinala","Permian","Middle Permian","Wordian-Capitanian","268.80","259.80","Roadian - Changhsingian","2","Outcropping reef","Reef mound","Less than 10 m thick","","","","10 - 100 m","","","","Tropical or unknown","Ramp or Slope","Deeper slope or outer ramp","Below fair weather wave base","Tubiphytes","Calcisponges","Sponges - bryozoans - (microbes)","","10","40","50","no","no","6 to 24 reef building species","","Baffler guild","","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","17.8","-98.7333","75577","-5.27032","-41.6682"
"3259","Fairford, Cedar Lake, Manitoba","Canada","Cedar Lake Dolomite","Silurian","Llandovery","Telychian","438.50","433.40","Rhuddanian-Telychian","2","Outcropping reef","Biostrome","","","","","","","","3258","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","","Present","Potential reservoir","51.6","-98.7","26746","-9.46578","-53.4595"
"1300","Watson, Comanche, Texas","United States","Glen Rose","Cretaceous","Lower Cretaceous","middle Albian","113.00","100.50","late Aptian - middle Cenomanian","3","Outcropping reef","Biostrome","Less than 10 m thick","3","","","More than 100 m","","30","","Tropical or unknown","Intrashelf/ Intraplatform","Intraplatform basin","Below fair weather wave base","Rudists","Rudists","Rudists only (sometimes with microbial encrustations)","","60","40","0","no","no","Less than 6 reef building species","","Baffler guild","","","","","More than 60% micrite","10-25% sparite","Medium production of reefal debris","","Potential reservoir","31.9","-98.6667","","30.4642","-58.8662"
"1825","Longhorn Mt., Wichita Mts., Oklahoma","United States","","Ordovician","Lower Ordovician","Floian","477.70","470.00","late Early - early Middle Ordovician","3","Outcropping reef","Mud mound or bank","10 to 100 m thick","3","","","10 - 100 m","","10","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Stromatoporoids","Siliceous sponges","Lithistid sponges - receptaculid algae - microbes - (stromatoporoids)","","0","100","0","no","yes","6 to 24 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","34.8667","-98.6667","80092","-19.7875","-82.6979"
"2698","Cibolo Creek, Kendall Co., Texas","United States","Glen Rose","Cretaceous","Lower Cretaceous","middle Albian","113.00","100.50","late Aptian - middle Cenomanian","3","Outcropping reef","True reef","Less than 10 m thick","","","","More than 1000 m","","150","1299","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Rudists","Algae","Bivalves (mostly oysters) - algae (microbes)","Red algae","30","60","10","no","no","Less than 6 reef building species","","Constructor guild","Present","","Low zonation","Medium zonation","Less than 30% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","29.8","-98.65","84749","28.4269","-59.451"
"1824","Kindblade Ranch, Wichita Mts., Oklahoma","United States","Honeycut","Ordovician","Lower Ordovician","Floian","477.70","470.00","late Early - early Middle Ordovician","3","Outcropping reef","Mud mound or bank","10 to 100 m thick","","","","10 - 100 m","","10","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Siliceous sponges","Microbes","Siliceous sponges - microbes - (Tubiphytes)","","","","","no","yes","6 to 24 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","34.8333","-98.6333","80090","-19.8258","-82.7192"
"323","Bend, Texas","United States","","Carboniferous","Middle Carboniferous","Moscovian","315.20","307.00","Bashkirian - Kasimovian","2","Outcropping reef","Mud mound or bank","Less than 10 m thick","","","","10 - 100 m","","10","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Algae","Microbes","Algae - microbes - (encrusting forams) - (rare songes)","Green algae","0","100","0","no","no","Less than 6 reef building species","","Binder guild","","","","","More than 60% micrite","Less than 10% sparite","Low production of reefal debris","","No or unknown reservoir potential","31.0667","-98.5333","","-9.01661","-35.7862"
